Well Name,Well Number,API 14,Chosen ID,Abstract,API 10,API 12,Basin,Block,Choke Size,Completion End Date,Completion Start Date,Country,County/Parish,Current Operator,Current Operator Alias,Drill Start Date,Elevation,Elevation Type,Field,Additive Vol (1st Job),Total Fluid/Perf LL (1st Job),Total Fluid (1st Job),Frac Vendor (1st Job),First Prod Date,Total Prop (1st Job),Total Prop/Fluid (1st Job),Total Prop/Perf LL (1st Job),First Test Flow TBG Press,First Test Gas Vol,First Test Gor,First Test Oil Vol,First Test Water Vol,Treatment Type (1st Job),Ground Elevation,Has Daily Data,Has Monthly Data,Heel Latitude,Heel Longitude,Hz Well Spacing Any Zone,Hz Well Spacing Same Zone,Landing Zone,Last Prod Date Monthly,Lateral Length,Lease Name,Lease Number,Lower Perforation,Measured Depth,Oil API Gravity,Parent Child Any Zone,Parent Child Same Zone,Perf Lateral Length,Permit Date,Play,Previous Operator,Previous Operator Alias,Prop Type,Range,Section,Spud Date,State,Status,Surface Latitude,Surface Longitude,Survey,Target Formation,Toe Latitude,Toe Longitude,Additive Vol (All Jobs),Total Fluid/Perf LL (All Jobs),Total Fluid (All Jobs),Total Prop (All Jobs),Total Prop/Fluid (All Jobs),Total Prop/Perf LL (All Jobs),Township,True Vertical Depth,Vt Well Spacing Any Zone,Well Type,Cum BOE,Cum Oil,Cum Gas,Cum GOR,Cum Water,Cum BOE/Perf LL,Cum Gas/Perf LL,Cum Oil/Perf LL,Cum Water/Perf LL,First 12 BOE,First 12 BOE/Perf LL,First 12 Gas,First 12 Gas/Perf LL,First 12 GOR,First 12 Oil,First 12 Oil/Perf LL,First 12 Water,First 12 Water/Perf LL,First 6 BOE,First 6 BOE/Perf LL,First 6 Gas,First 6 Gas/Perf LL,First 6 GOR,First 6 Oil,First 6 Oil/Perf LL,First 6 Water,First 6 Water/Perf LL,Last 12 BOE,Last 12 BOE/Perf LL,Last 12 Gas,Last 12 Gas/Perf LL,Last 12 GOR,Last 12 Oil,Last 12 Oil/Perf LL,Last 12 Water,Last 12 Water/Perf LL,Last Month BOE,Last Month BOE/Perf LL,Last Month Gas,Last Month Gas/Perf LL,Last Month GOR,Last Month Oil,Last Month Oil/Perf LL,Last Month Water,Last Month Water/Perf LL,Months Produced,Created At,Updated At
NEW MEXICO AN STATE #011,011,30025282360000,6cefd445-f977-4ce8-94bd-a84338cb43b0,022,3002528236,300252823600,Permian Basin,014S,,,05/03/2016 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,4208,Ground,SAUNDERS,,,,,01/01/1993 00:00:00,,,,,,,,,,4208,false,true,,,,,PERMO UPPER PENN,09/01/2004 00:00:00,,NEW MEXICO AN STATE,,9971,10100,,,,179,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,,NM,Plugged & Abandoned,33.0955467,-103.6087570,,PERMO UPPER PENN,33.0955467,-103.6087570,,,,,,,,10100,,VOLATILE OIL,6510,4828,10078,2.0874,71533,,,,,883,,1082,,1.5413,702,,13081,,883,,1082,,1.5413,702,,9384,,2236,,6260,,5.2517,1192,,37233,,10,,0,,0,10,,0,,36,02/11/2013 17:56:28,07/10/2023 09:05:33
NEW MEXICO AN STATE #007,007,30025011420000,54466965-e261-4971-82d3-a95296674d7e,22,3002501142,300250114200,Permian Basin,14S,,,08/03/2000 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,12/28/1958 00:00:00,4213,Ground,SAUNDERS,,,,,08/01/2000 00:00:00,,,,,15,,2,130,,4213,false,true,,,,,PERMO UPPER PENN,03/01/2023 00:00:00,,NEW MEXICO AN STATE,,9936,10000,,,,615,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,14S,33E,12/28/1958 00:00:00,NM,Active Producer,33.0955400,-103.5959000,,PERMO UPPER PENN,33.0955500,-103.5959000,,,,,,,,10000,,BLACK OIL,1621,1272,2094,1.6462,63235,,,,,651,,213,,0.3458,616,,22233,,557,,213,,0.408,522,,7954,,201,,0,,0,201,,3533,,12,,0,,0,12,,144,,53,02/11/2013 17:56:28,11/04/2023 12:18:18
NEW MEXICO AT STATE #011Y,011Y,30025284080000,16228c5c-9a96-4a4b-8c70-ac0da7a9b3af,015,3002528408,300252840800,Permian Basin,014S,,,12/21/2016 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,4215,Ground,SAUNDERS,,,,,01/01/1993 00:00:00,,,,,,,,,,4215,false,true,,,,,PERMO UPPER PENN,03/01/2011 00:00:00,,NEW MEXICO AT STATE,,,10100,,,,,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,,NM,Plugged & Abandoned,33.1091385,-103.6080170,,PERMO UPPER PENN,33.1091385,-103.6080170,,,,,,,,10100,,VOLATILE OIL,40148,19482,123993,6.3645,166056,,,,,3751,,12405,,7.362,1685,,9837,,2538,,7103,,5.2421,1355,,8311,,265,,1589,,1589,0,,0,,4,,23,,23,0,,0,,130,02/11/2013 17:56:28,07/10/2023 05:23:19
STATE 27 #002,002,30025229320000,b1dc0369-1164-4f6e-8e83-b1e1ca41f2c5,027,3002522932,300252293200,Permian Basin,014S,,,10/23/2019 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,4150,Ground,SWD,,,,,,,,,,,,,,,4150,false,true,,,,,PENNSYLVANIAN,,,STATE 27,,,10010,,,,,01/13/2006 00:00:00,PENNSYLVANIAN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,032E,,NM,Plugged & Abandoned,33.0702057,-103.6990585,,PENNSYLVANIAN,33.0702057,-103.6990585,,,,,,,,10010,,WATER DISPOSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/11/2013 17:56:28,07/10/2023 08:27:20
NEW MEXICO BG STATE NCT 1 #008,008,30025294740000,0d36d69a-bbe9-4549-962a-b5be010c9ea9,014,3002529474,300252947400,Permian Basin,014S,,,07/29/2015 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,07/14/2015 00:00:00,4193,Ground,SAUNDERS,,,,,,,,,,,,,,,4193,false,true,,,,,PERMO UPPER PENN,,,NEW MEXICO BG STATE NCT 1,,9932,10100,,,,122,01/13/2006 00:00:00,PERMO UPPER PENN,TEXACO EXPLORATION & PRODUCTION INC,TEXACO EXPLORATION AND PRODUCTION,,014S,033E,07/14/2015 00:00:00,NM,Plugged & Abandoned,33.1100273,-103.5779419,,PERMO UPPER PENN,33.1100273,-103.5779419,,,,,,,,10100,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/11/2013 17:56:28,07/10/2023 09:01:42
STATE 36 #002,002,30025234990000,666ff2db-168b-46ee-b756-bd2c8084399e,036,3002523499,300252349900,Permian Basin,013S,,,02/03/2017 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/04/1970 00:00:00,4293,Ground,BAUM,,,,,01/01/1993 00:00:00,,,,,,,,,,4293,false,true,,,,,PENNSYLVANIAN,06/01/2003 00:00:00,,STATE 36,,9848,9950,,,,40,01/13/2006 00:00:00,PENNSYLVANIAN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,013S,032E,05/04/1970 00:00:00,NM,Plugged & Abandoned,33.1499825,-103.6732101,,PENNSYLVANIAN,33.1499825,-103.6732101,,,,,,,,9950,,VOLATILE OIL,32202,21920,61691,2.8144,187475,,,,,5549,,12725,,3.7132,3427,,31551,,2802,,6746,,4.0227,1677,,15233,,1454,,1924,,1.6966,1134,,6987,,27,,164,,164,0,,0,,119,02/11/2013 17:56:28,07/10/2023 05:12:22
NEW MEXICO AN STATE #010,010,30025218430000,808031d9-9e2e-4550-90ea-c57359cb6c57,022,3002521843,300252184300,Permian Basin,014S,,,12/08/2016 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,4207,Ground,SAUNDERS,,,,,01/01/1993 00:00:00,,,,,,,,,,4207,false,true,,,,,PERMO UPPER PENN,04/01/2004 00:00:00,,NEW MEXICO AN STATE,,,10060,,,,,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,,NM,Plugged & Abandoned,33.0919151,-103.6087570,,PERMO UPPER PENN,33.0919151,-103.6087570,,,,,,,,10060,,BLACK OIL,15002,11652,20143,1.7287,122276,,,,,1899,,4293,,3.6258,1184,,10230,,1073,,2273,,3.2752,694,,3971,,817,,0,,0,817,,15722,,4,,0,,0,4,,960,,114,02/11/2013 17:56:28,07/10/2023 09:45:32
NEW MEXICO BG STATE NCT 2 #002,002,30025283910000,74aedbc7-c3b9-4712-8e24-c7a118243d81,016,3002528391,300252839100,Permian Basin,014S,,,08/10/2015 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/05/1984 00:00:00,4213,Ground,SAUNDERS,,,,,01/01/1993 00:00:00,,,,,,,,,,4213,false,true,,,,,PERMO UPPER PENN,11/01/2008 00:00:00,,NEW MEXICO BG STATE NCT 2,,9970,10100,,,,136,01/13/2006 00:00:00,PERMO UPPER PENN,TEXACO EXPLORATION & PRODUCTION INC,TEXACO EXPLORATION AND PRODUCTION,,014S,033E,05/05/1984 00:00:00,NM,Plugged & Abandoned,33.1055145,-103.6130753,,PERMO UPPER PENN,33.1055145,-103.6130753,,,,,,,,10100,,VOLATILE OIL,25044,11648,80392,6.9018,97165,,,,,1481,,2046,,1.7947,1140,,2209,,765,,843,,1.351,624,,458,,1250,,7079,,101.1286,70,,3569,,93,,524,,87.3333,6,,418,,175,02/11/2013 17:56:28,07/10/2023 11:00:48
STATE 23 COM #001,001,30025227130000,251b2191-16b7-455a-b4d7-ce8f117c3d1e,023,3002522713,300252271300,Permian Basin,014S,,,08/27/2015 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,08/25/1968 00:00:00,4294,Ground,TULK,,,,,01/01/1993 00:00:00,,,,,,,,,,4294,false,true,,,,,PENNSYLVANIAN,06/01/2011 00:00:00,,STATE 23 COM,,10005,10100,,,,1051,01/13/2006 00:00:00,PENNSYLVANIAN,EL PASO PRODUCTION OIL & GAS CO.,EP ENERGY E AND P COMPANY,,014S,032E,08/25/1968 00:00:00,NM,Plugged & Abandoned,33.0883446,-103.6904449,,PENNSYLVANIAN,33.0883446,-103.6904449,,,,,,,,10100,,VOLATILE OIL,32394,18943,80684,4.2593,201115,,,,,18648,,45309,,4.0834,11096,,24479,,11017,,27186,,4.1921,6485,,8552,,533,,2285,,15.0329,152,,1075,,14,,86,,86,0,,142,,80,02/11/2013 17:56:28,07/10/2023 09:09:07
NEW MEXICO AN STATE #004,004,30025011390000,10e9a9e1-84cd-4ab6-849e-d43c04e66e05,022,3002501139,300250113900,Permian Basin,014S,,,02/16/2017 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,4201,Ground,SAUNDERS,,,,,01/01/1993 00:00:00,,,,,,,,,,4201,false,true,,,,,PERMO UPPER PENN,10/01/1997 00:00:00,,NEW MEXICO AN STATE,,,10000,,,,,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,,NM,Plugged & Abandoned,33.0846558,-103.5958633,,PERMO UPPER PENN,33.0846558,-103.5958633,,,,,,,,10000,,VOLATILE OIL,6985,5068,11500,2.2691,34600,,,,,2772,,4812,,2.4439,1969,,3583,,2085,,3588,,2.4145,1486,,551,,933,,1316,,1.8457,713,,18526,,124,,48,,0.4138,116,,694,,52,02/11/2013 17:56:28,07/10/2023 04:10:01
NEW MEXICO DM STATE NCT 2 #001,001,30025234290000,f9e18ff9-3f59-4f91-b73a-d8e1814913ac,021,3002523429,300252342900,Permian Basin,013S,,,10/07/2013 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,01/23/1970 00:00:00,4264,Ground,SWD,,,,,,,,,,,,,,,4264,false,true,,,,,PENNSYLVANIAN,,,NEW MEXICO DM STATE NCT 2,,9740,9850,,,,6,01/13/2006 00:00:00,PENNSYLVANIAN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,013S,033E,01/23/1970 00:00:00,NM,Plugged & Abandoned,33.1790085,-103.6269608,,PENNSYLVANIAN,33.1790085,-103.6269608,,,,,,,,9850,,WATER DISPOSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/11/2013 17:56:28,07/10/2023 07:21:10
NEW MEXICO AT STATE #001,001,30025011240000,119d14db-9d8b-40ef-92c4-de3e14393ca2,010,3002501124,300250112400,Permian Basin,014S,,,08/07/2015 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/09/1968 00:00:00,4212,Ground,SAUNDERS,,,,,,,,,,,,,,,4212,false,true,,,,,PERMO UPPER PENN,,,NEW MEXICO AT STATE,,9789,9994,,,,-165,01/13/2006 00:00:00,PERMO UPPER PENN,TEXACO EXPLORATION & PRODUCTION INC,TEXACO EXPLORATION AND PRODUCTION,,014S,033E,04/09/1968 00:00:00,NM,Plugged & Abandoned,33.1136665,-103.5958405,,PERMO UPPER PENN,33.1136665,-103.5958405,,,,,,,,9994,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/11/2013 17:56:28,07/10/2023 08:37:20
NEW MEXICO BG STATE NCT 1 #006,006,30025288240000,57b25b82-60f7-4bc4-8bce-deb583aa54dd,014,3002528824,300252882400,Permian Basin,014S,,,06/01/1985 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,03/30/1985 00:00:00,4193,Ground,SAUNDERS,,,,,01/01/1993 00:00:00,,,,,,,,,,4193,false,true,,,,,PERMO UPPER PENN,06/01/2021 00:00:00,,NEW MEXICO BG STATE NCT 1,,9969,10100,,,,204,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,03/30/1985 00:00:00,NM,Shut In,33.1064034,-103.5835800,,PERMO UPPER PENN,33.1064301,-103.5835800,,,,,,,,10100,,VOLATILE OIL,52824.3332927227,30082,136454,4.5361,519699,,,,,5395,,10921,,3.0548,3575,,4576,,2943,,7226,,4.1553,1739,,1906,,320,,1199,,9.9917,120,,29655,,0,,0,,0,0,,81,,286,02/11/2013 17:56:28,02/06/2023 06:52:00
STATE FEDERAL 6 COM #003,003,30025295050000,d3e27a86-e51f-48fc-923d-e82be93026f7,006,3002529505,300252950500,Permian Basin,014S,,,05/19/2014 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,0,Ground,BAUM,,,,,01/01/1993 00:00:00,,,,,,,,,,0,false,true,,,,,PENNSYLVANIAN,11/01/2011 00:00:00,,STATE FEDERAL 6 COM,,,10010,,,,,01/13/2006 00:00:00,PENNSYLVANIAN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,,NM,Plugged & Abandoned,33.1354485,-103.6562195,,PENNSYLVANIAN,33.1354485,-103.6562195,,,,,,,,10010,,VOLATILE OIL,29701,18961,64463,3.3998,26657,,,,,5593,,14932,,4.8137,3102,,3531,,2805,,7582,,4.9234,1540,,1578,,158,,854,,50.2353,17,,0,,17,,0,,0,17,,0,,200,02/11/2013 17:56:28,07/10/2023 05:29:52
NEW MEXICO BG STATE NCT 1 #005,005,30025287470000,b1f37330-70c9-4cdc-83f4-f4b3c8d54e77,014,3002528747,300252874700,Permian Basin,014S,,,09/15/2016 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/19/1984 00:00:00,4188,Ground,SAUNDERS,,,,,,,,,,,,,,,4188,false,true,,,,,PERMO UPPER PENN,,,NEW MEXICO BG STATE NCT 1,,9922,10100,,,,170,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,06/19/1984 00:00:00,NM,Plugged & Abandoned,33.0991592,-103.5882187,,PERMO UPPER PENN,33.0991592,-103.5882187,,,,,,,,10100,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/11/2013 17:56:28,07/10/2023 05:49:04
NEW MEXICO AT STATE #009,009,30025280200000,4bb57945-5918-4fd9-ba5c-fc39446702f3,015,3002528020,300252802000,Permian Basin,014S,,,09/04/2015 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,08/13/2015 00:00:00,4207,Ground,WC025G02S143315M,,,,,02/01/1993 00:00:00,,,,,,,,,,4207,false,true,,,,,PERMO UPPER PENN,01/01/1996 00:00:00,,NEW MEXICO AT STATE,,,10100,,,,,01/13/2006 00:00:00,PERMO UPPER PENN,TEXACO EXPLORATION & PRODUCTION INC,TEXACO EXPLORATION AND PRODUCTION,,014S,033E,08/13/2015 00:00:00,NM,Plugged & Abandoned,33.0997238,-103.6087570,,PERMO UPPER PENN,33.0997238,-103.6087570,,,,,,,,10100,,CONDENSATE,7351,3067,25704,8.3808,31225,,,,,2986,,11720,,11.3456,1033,,12648,,1588,,6348,,11.9774,530,,6789,,2227,,7468,,7.5972,983,,7016,,213,,704,,7.3333,96,,444,,35,02/11/2013 17:56:28,07/10/2023 11:00:46
NEW MEXICO AT STATE #003,003,30025011310000,1a35e0af-48a2-4bec-960e-fd62390f007d,015,3002501131,300250113100,Permian Basin,014S,,,07/12/2016 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,4199,Ground,SAUNDERS,,,,,,,,,,,,,,,4199,false,true,,,,,PERMO UPPER PENN,,,NEW MEXICO AT STATE,,,10000,,,,,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,,NM,Plugged & Abandoned,33.0991631,-103.5958633,,PERMO UPPER PENN,33.0991631,-103.5958633,,,,,,,,10000,,OIL WELL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/11/2013 17:56:28,07/10/2023 03:24:39
NEW MEXICO BG STATE NCT 1 #009,009,30025298110000,97815fa3-3df0-4873-b0eb-ffcd5ce8e35f,014,3002529811,300252981100,Permian Basin,014S,,,09/09/2016 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/06/1987 00:00:00,4194,Ground,SAUNDERS,,,,,01/01/1993 00:00:00,,,,,10,,3,180,,4194,false,true,,,,,PERMO UPPER PENN,04/01/2012 00:00:00,,NEW MEXICO BG STATE NCT 1,,9938,10100,,,,174,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,06/06/1987 00:00:00,NM,Plugged & Abandoned,33.1100311,-103.5861435,,PERMO UPPER PENN,33.1100311,-103.5861435,,,,,,,,10100,,CONDENSATE,41536,19593,131644,6.7189,122925,,,,,7770,,23716,,6.2133,3817,,3243,,3968,,13386,,7.7108,1736,,1518,,60,,363,,363,0,,0,,6,,34,,34,0,,0,,162,02/11/2013 17:56:28,07/10/2023 08:45:03
NEW MEXICO AT STATE #008,008,30025279120000,9083ed8f-b1b7-456d-8a64-06654b28c01c,015,3002527912,300252791200,Permian Basin,014S,,,07/19/2016 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,09/24/1982 00:00:00,4214,Ground,SAUNDERS,,,,,01/01/1993 00:00:00,,,,,570,,375,128,,4214,false,true,,,,,PERMO UPPER PENN,08/01/1994 00:00:00,,NEW MEXICO AT STATE,,9983,10100,,,,170,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,09/24/1982 00:00:00,NM,Plugged & Abandoned,33.1028023,-103.6087646,,PERMO UPPER PENN,33.1028023,-103.6087646,,,,,,,,10100,,VOLATILE OIL,2828,1933,5374,2.7801,14753,,,,,2020,,4110,,3.0787,1335,,9660,,1090,,2314,,3.2869,704,,4900,,1436,,2519,,2.4769,1017,,9360,,73,,90,,1.5517,58,,775,,19,02/11/2013 17:56:28,07/10/2023 06:47:56
NEW MEXICO AN STATE #019,019,30025352970000,eac4645f-3d0b-41df-9700-0d396024e1fb,022,3002535297,300253529700,Permian Basin,014S,,,01/10/2017 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/01/2001 00:00:00,4203,Ground,SAUNDERS,,,,,06/01/2001 00:00:00,,,,,126,,28,75,,4203,false,true,,,,,PERMO UPPER PENN,09/01/2006 00:00:00,,NEW MEXICO AN STATE,,9874,10100,,,,210,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,04/01/2001 00:00:00,NM,Plugged & Abandoned,33.0919151,-103.6044464,,PERMO UPPER PENN,33.0919151,-103.6044464,,,,,,,,10100,,VOLATILE OIL,4558,1306,19502,14.9326,13183,,,,,2731,,12971,,22.8363,568,,9002,,2428,,11161,,19.6496,568,,9002,,406,,2431,,2431,0,,0,,7,,42,,42,0,,0,,31,02/11/2013 17:56:28,07/10/2023 08:22:45
NEW MEXICO AQ STATE NCT 11 #003,003,30025288190000,5f7fe2cc-1410-4e1c-84ce-0df89c2fc90d,003,3002528819,300252881900,Permian Basin,014S,,,01/25/2017 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,09/01/1984 00:00:00,4225,Ground,LAZY J,,,,,01/01/1993 00:00:00,,,,,74,,64,139,,4225,false,true,,,,,WOLFCAMP,04/01/2012 00:00:00,,NEW MEXICO AQ STATE NCT 11,,9916,10000,,,,701,01/13/2006 00:00:00,PENNSYLVANIAN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,09/01/1984 00:00:00,NM,Plugged & Abandoned,33.1318092,-103.6044693,,PENNSYLVANIAN,33.1318092,-103.6044693,,,,,,,,10000,,CONDENSATE,42805,18162,147861,8.1412,36641,,,,,4305,,8186,,2.7815,2943,,7598,,2852,,5355,,2.7307,1961,,4893,,735,,4407,,4407,0,,0,,64,,383,,383,0,,0,,153,02/11/2013 17:56:28,07/10/2023 02:14:01
STATE 26 COM #003,003,30025228560000,62a322e0-3c4f-4cb7-9d46-109311fc5696,026,3002522856,300252285600,Permian Basin,014S,,,12/01/2016 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,4290,Ground,TULK,,,,,01/01/1993 00:00:00,,,,,30,,8,48,,4290,false,true,,,,,PENNSYLVANIAN,03/01/2010 00:00:00,,STATE 26 COM,,9918,9956,,,,30,01/13/2006 00:00:00,PENNSYLVANIAN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,032E,,NM,Plugged & Abandoned,33.0738335,-103.6947556,,PENNSYLVANIAN,33.0738335,-103.6947556,,,,,,,,9956,,VOLATILE OIL,48984,27506,128833,4.6838,212807,,,,,8427,,15383,,2.6246,5861,,45934,,4013,,6959,,2.4392,2853,,24722,,1958,,9375,,23.7342,395,,11461,,36,,138,,10.6154,13,,453,,101,02/11/2013 17:56:28,07/10/2023 05:01:33
NEW MEXICO AN STATE #012,012,30025283850000,aba60d40-2cde-4ba2-9250-11f7b7b8b205,022,3002528385,300252838500,Permian Basin,014S,,,06/28/2016 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,4209,Ground,SAUNDERS,,,,,01/01/1993 00:00:00,,,,,,,,,,4209,false,true,,,,,PERMO UPPER PENN,04/01/1996 00:00:00,,NEW MEXICO AN STATE,,,10009,,,,,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,,NM,Plugged & Abandoned,33.0919113,-103.6012268,,PERMO UPPER PENN,33.0919113,-103.6012268,,,,,,,,10009,,BLACK OIL,7450,6144,7828,1.2741,64523,,,,,4820,,4791,,1.1915,4021,,17137,,4442,,4785,,1.3128,3645,,8276,,1824,,2137,,1.4567,1467,,15849,,120,,76,,0.7103,107,,0,,38,02/11/2013 17:56:28,07/10/2023 08:39:19
NEW MEXICO AT STATE #006,006,30025202270000,fc98238a-958d-44fb-95fc-18c4b3d28f3e,015,3002520227,300252022700,Permian Basin,014S,,,03/08/2017 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,01/02/1964 00:00:00,4217,Ground,SAUNDERS,,,,,01/01/1993 00:00:00,,,,,,,,,,4217,false,true,,,,,PERMO UPPER PENN,11/01/1993 00:00:00,,NEW MEXICO AT STATE,,9601,10000,,,,106,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,01/02/1964 00:00:00,NM,Plugged & Abandoned,33.1064148,-103.6044540,,PERMO UPPER PENN,33.1064148,-103.6044540,,,,,,,,10000,,CONDENSATE,3967,1430,15224,10.6462,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,481,,481,0,,240,,11,02/11/2013 17:56:28,07/10/2023 07:24:43
STATE FEDERAL 6 COM #002,002,30025228660000,6decb6f4-e391-4c8c-b97e-1ad4b575302e,006,3002522866,300252286600,Permian Basin,014S,,,07/29/2015 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,11/22/1968 00:00:00,4283,Ground,BAUM,,,,,01/01/1993 00:00:00,,,,,,,,,,4283,false,true,,,,,PENNSYLVANIAN,11/01/2011 00:00:00,,STATE FEDERAL 6 COM,,9936,10025,,,,163,01/13/2006 00:00:00,PENNSYLVANIAN,EL PASO PRODUCTION OIL & GAS CO.,EP ENERGY E AND P COMPANY,,014S,033E,11/22/1968 00:00:00,NM,Plugged & Abandoned,33.1390800,-103.6598969,,PENNSYLVANIAN,33.1390800,-103.6598969,,,,,,,,10025,,VOLATILE OIL,42547,30068,74890,2.4907,107308,,,,,4907,,11679,,3.9469,2959,,9266,,2518,,6018,,3.9749,1514,,5281,,160,,863,,50.7647,17,,0,,17,,0,,0,17,,0,,202,02/11/2013 17:56:28,07/10/2023 11:00:16
NEW MEXICO AT STATE #026,026,30025352980000,3f94d8b0-ee65-423b-8a20-1d0e10ca8b5a,015,3002535298,300253529800,Permian Basin,014S,,,02/22/2017 00:00:00,USA,LEA,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/28/2001 00:00:00,4208,Ground,SAUNDERS,,,,,09/01/2004 00:00:00,,,,,9,,0,0,,4208,false,true,,,,,PERMO UPPER PENN,01/01/2007 00:00:00,,NEW MEXICO AT STATE,,10004,10100,,,,350,01/13/2006 00:00:00,PERMO UPPER PENN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,014S,033E,04/28/2001 00:00:00,NM,Plugged & Abandoned,33.0988960,-103.6047745,,PERMO UPPER PENN,33.0988960,-103.6047745,,,,,,,,10100,,DRY GAS,1418,0,8506,8506,0,,,,,700,,4196,,4196,0,,0,,346,,2075,,2075,0,,0,,456,,2739,,2739,0,,0,,31,,187,,187,0,,0,,29,02/11/2013 17:56:28,07/10/2023 00:48:40
